display,sentence,target word,cloze probability,Log Hal Frequency,Phonological Neighbors,Semantic Neighborhood Density,Response Entropy,densityA,densityB,full_sentence,iti_dur_ms,trial_dur_ms,ShowProgressBar,randomise_blocks
break,,,,,,,,,,,,,1.0,301
trial,Matt stopped using the bottle after losing the ,cap,0.34,9.54,29,0.62,3.19,27,28,Matt stopped using the bottle after losing the cap,500.0,10000.0,0.0,301
break,,,,,,,,,,,,,1.0,301
trial,Michael was sure of who would win so he ,bet,0.53,10.31,35,0.58,2.76,20,27,Michael was sure of who would win so he bet,500.0,10000.0,0.0,301
end,,,,,,,,,,,,,,301
instructions,,,,,,,,,,,,,,302
trial,Michael was sure of who would win so he ,bet,0.53,10.31,35,0.58,2.76,20,27,Michael was sure of who would win so he bet,500.0,10000.0,0.0,302
break,,,,,,,,,,,,,1.0,302
trial,Juice spilled when the baby knocked over the ,cup,0.54,10.23,15,0.61,1.81,45,15,Juice spilled when the baby knocked over the cup,500.0,10000.0,0.0,302
break,,,,,,,,,,,,,1.0,302
trial,They broke into the store and began to ,steal,0.42,9.33,10,0.59,3.03,50,9,They broke into the store and began to steal,500.0,10000.0,0.0,302
end,,,,,,,,,,,,,,302
instructions,,,,,,,,,,,,,,303
trial,They broke into the store and began to ,steal,0.42,9.33,10,0.59,3.03,50,9,They broke into the store and began to steal,500.0,10000.0,0.0,303
break,,,,,,,,,,,,,1.0,303
trial,The criminal was arrested because he used to ,steal,0.72,9.33,10,0.59,2.12,50,9,The criminal was arrested because he used to steal,500.0,10000.0,0.0,303
break,,,,,,,,,,,,,1.0,303
trial,The jewelry in the unlocked case was easy to ,steal,0.68,9.33,10,0.59,2.09,50,9,The jewelry in the unlocked case was easy to steal,500.0,10000.0,0.0,303
end,,,,,,,,,,,,,,303
instructions,,,,,,,,,,,,,,304
trial,The jewelry in the unlocked case was easy to ,steal,0.68,9.33,10,0.59,2.09,50,9,The jewelry in the unlocked case was easy to steal,500.0,10000.0,0.0,304
break,,,,,,,,,,,,,1.0,304
trial,The forgotten wallet was an easy target to ,steal,0.67,9.33,10,0.59,2.27,50,9,The forgotten wallet was an easy target to steal,500.0,10000.0,0.0,304
break,,,,,,,,,,,,,1.0,304
trial,Her grandfather was a criminal who would ,steal,0.48,9.33,10,0.59,3.12,50,9,Her grandfather was a criminal who would steal,500.0,10000.0,0.0,304
end,,,,,,,,,,,,,,304
instructions,,,,,,,,,,,,,,305
trial,Her grandfather was a criminal who would ,steal,0.48,9.33,10,0.59,3.12,50,9,Her grandfather was a criminal who would steal,500.0,10000.0,0.0,305
break,,,,,,,,,,,,,1.0,305
trial,The boys already knew it was wrong to ,steal,0.39,9.33,10,0.59,2.49,50,9,The boys already knew it was wrong to steal,500.0,10000.0,0.0,305
break,,,,,,,,,,,,,1.0,305
trial,"While in Paris, Claire wanted to get lost and ",explore,0.44,9.24,0,0.61,3.07,12,1,"While in Paris, Claire wanted to get lost and explore",500.0,10000.0,0.0,305
end,,,,,,,,,,,,,,305
instructions,,,,,,,,,,,,,,306
trial,"While in Paris, Claire wanted to get lost and ",explore,0.44,9.24,0,0.61,3.07,12,1,"While in Paris, Claire wanted to get lost and explore",500.0,10000.0,0.0,306
break,,,,,,,,,,,,,1.0,306
trial,Lucy hid Liam's presents so he had to carefully ,search,0.46,11.27,11,0.67,2.43,66,9,Lucy hid Liam's presents so he had to carefully search,500.0,10000.0,0.0,306
break,,,,,,,,,,,,,1.0,306
trial,The house was condemned after the police did a ,search,0.75,11.27,11,0.67,1.51,66,9,The house was condemned after the police did a search,500.0,10000.0,0.0,306
end,,,,,,,,,,,,,,306
instructions,,,,,,,,,,,,,,307
trial,The house was condemned after the police did a ,search,0.75,11.27,11,0.67,1.51,66,9,The house was condemned after the police did a search,500.0,10000.0,0.0,307
break,,,,,,,,,,,,,1.0,307
trial,"A crowd formed at the beach, curious about the ",whale,0.46,7.73,5,0.57,3.2,1,4,"A crowd formed at the beach, curious about the whale",500.0,10000.0,0.0,307
break,,,,,,,,,,,,,1.0,307
trial,Elle let out her frustration in a big ,sigh,0.47,9.05,35,0.32,2.08,11,24,Elle let out her frustration in a big sigh,500.0,10000.0,0.0,307
end,,,,,,,,,,,,,,307
instructions,,,,,,,,,,,,,,308
trial,Elle let out her frustration in a big ,sigh,0.47,9.05,35,0.32,2.08,11,24,Elle let out her frustration in a big sigh,500.0,10000.0,0.0,308
break,,,,,,,,,,,,,1.0,308
trial,The dog was lonely without companions and started to ,whine,0.39,8.23,8,0.24,2.74,4,5,The dog was lonely without companions and started to whine,500.0,10000.0,0.0,308
break,,,,,,,,,,,,,1.0,308
trial,No one expected the game to end with a ,tie,0.58,9.61,34,0.61,2.56,\N,\N,No one expected the game to end with a tie,500.0,10000.0,0.0,308
end,,,,,,,,,,,,,,308
instructions,,,,,,,,,,,,,,309
trial,No one expected the game to end with a ,tie,0.58,9.61,34,0.61,2.56,\N,\N,No one expected the game to end with a tie,500.0,10000.0,0.0,309
break,,,,,,,,,,,,,1.0,309
trial,The professor always wore a suit and a crazy ,tie,0.7,9.61,34,0.61,1.29,\N,\N,The professor always wore a suit and a crazy tie,500.0,10000.0,0.0,309
break,,,,,,,,,,,,,1.0,309
trial,The woman applied concealer with a gentle ,touch,0.35,10.46,12,0.64,2.74,87,11,The woman applied concealer with a gentle touch,500.0,10000.0,0.0,309
end,,,,,,,,,,,,,,309
instructions,,,,,,,,,,,,,,310
trial,The woman applied concealer with a gentle ,touch,0.35,10.46,12,0.64,2.74,87,11,The woman applied concealer with a gentle touch,500.0,10000.0,0.0,310
break,,,,,,,,,,,,,1.0,310
trial,The ice was too cold to even ,touch,0.47,10.46,12,0.64,2.99,87,11,The ice was too cold to even touch,500.0,10000.0,0.0,310
break,,,,,,,,,,,,,1.0,310
trial,The tailor fastened the pant's edge with a ,pin,0.57,10.12,33,0.59,2.49,16,28,The tailor fastened the pant's edge with a pin,500.0,10000.0,0.0,310
end,,,,,,,,,,,,,,310
instructions,,,,,,,,,,,,,,311
trial,The tailor fastened the pant's edge with a ,pin,0.57,10.12,33,0.59,2.49,16,28,The tailor fastened the pant's edge with a pin,500.0,10000.0,0.0,311
break,,,,,,,,,,,,,1.0,311
trial,Kristen secured the two fabrics with a small ,pin,0.52,10.12,33,0.59,2.29,16,28,Kristen secured the two fabrics with a small pin,500.0,10000.0,0.0,311
break,,,,,,,,,,,,,1.0,311
trial,He told his son it wasn't a job for ,him,0.44,12.82,22,0.69,3.18,2628,19,He told his son it wasn't a job for him,500.0,10000.0,0.0,311
end,,,,,,,,,,,,,,311
instructions,,,,,,,,,,,,,,312
trial,He told his son it wasn't a job for ,him,0.44,12.82,22,0.69,3.18,2628,19,He told his son it wasn't a job for him,500.0,10000.0,0.0,312
break,,,,,,,,,,,,,1.0,312
trial,"On the back porch, Karen hung a clanging ",bell,0.35,10.12,29,0.67,2.53,19,22,"On the back porch, Karen hung a clanging bell",500.0,10000.0,0.0,312
break,,,,,,,,,,,,,1.0,312
trial,The competition started when they heard the ,bell,0.35,10.12,29,0.67,3.3,19,22,The competition started when they heard the bell,500.0,10000.0,0.0,312
end,,,,,,,,,,,,,,312
instructions,,,,,,,,,,,,,,313
trial,The competition started when they heard the ,bell,0.35,10.12,29,0.67,3.3,19,22,The competition started when they heard the bell,500.0,10000.0,0.0,313
break,,,,,,,,,,,,,1.0,313
trial,The world would be a more peaceful place without ,war,0.41,11.60,31,0.68,3.76,529,20,The world would be a more peaceful place without war,500.0,10000.0,0.0,313
break,,,,,,,,,,,,,1.0,313
trial,The politicians were trying to avoid a full out ,war,0.47,11.60,31,0.68,3.26,529,20,The politicians were trying to avoid a full out war,500.0,10000.0,0.0,313
end,,,,,,,,,,,,,,313
instructions,,,,,,,,,,,,,,314
trial,The politicians were trying to avoid a full out ,war,0.47,11.60,31,0.68,3.26,529,20,The politicians were trying to avoid a full out war,500.0,10000.0,0.0,314
break,,,,,,,,,,,,,1.0,314
trial,The pitbull was so strong that he snapped the ,leash,0.31,7.60,17,0.32,2.94,3,15,The pitbull was so strong that he snapped the leash,500.0,10000.0,0.0,314
break,,,,,,,,,,,,,1.0,314
trial,The rambunctious dog pulled and tugged against the ,leash,0.49,7.60,17,0.32,2.67,3,15,The rambunctious dog pulled and tugged against the leash,500.0,10000.0,0.0,314
end,,,,,,,,,,,,,,314
instructions,,,,,,,,,,,,,,315
trial,The rambunctious dog pulled and tugged against the ,leash,0.49,7.60,17,0.32,2.67,3,15,The rambunctious dog pulled and tugged against the leash,500.0,10000.0,0.0,315
break,,,,,,,,,,,,,1.0,315
trial,Alexis was embarrassed by her child's behavior in ,school,0.36,11.70,9,0.67,2.46,492,7,Alexis was embarrassed by her child's behavior in school,500.0,10000.0,0.0,315
break,,,,,,,,,,,,,1.0,315
trial,He was a sweet boy until he entered that ,school,0.4,11.70,9,0.67,3.2,492,7,He was a sweet boy until he entered that school,500.0,10000.0,0.0,315
end,,,,,,,,,,,,,,315
instructions,,,,,,,,,,,,,,316
trial,He was a sweet boy until he entered that ,school,0.4,11.70,9,0.67,3.2,492,7,He was a sweet boy until he entered that school,500.0,10000.0,0.0,316
break,,,,,,,,,,,,,1.0,316
trial,The newborn chickens spent the day following the ,hen,0.48,7.17,21,0.47,2.33,22,20,The newborn chickens spent the day following the hen,500.0,10000.0,0.0,316
break,,,,,,,,,,,,,1.0,316
trial,The scared girl ran upstairs to her bedroom and ,hid,0.61,7.38,27,0.56,1.36,6,23,The scared girl ran upstairs to her bedroom and hid,500.0,10000.0,0.0,316
end,,,,,,,,,,,,,,316
instructions,,,,,,,,,,,,,,317
trial,The scared girl ran upstairs to her bedroom and ,hid,0.61,7.38,27,0.56,1.36,6,23,The scared girl ran upstairs to her bedroom and hid,500.0,10000.0,0.0,317
break,,,,,,,,,,,,,1.0,317
trial,When Jim heard his mom calling he ran and ,hid,0.66,7.38,27,0.56,2.06,6,23,When Jim heard his mom calling he ran and hid,500.0,10000.0,0.0,317
break,,,,,,,,,,,,,1.0,317
trial,The man read a book while his wife ,slept,0.35,8.06,6,0.55,3.17,27,1,The man read a book while his wife slept,500.0,10000.0,0.0,317
end,,,,,,,,,,,,,,317
instructions,,,,,,,,,,,,,,318
trial,The man read a book while his wife ,slept,0.35,8.06,6,0.55,3.17,27,1,The man read a book while his wife slept,500.0,10000.0,0.0,318
break,,,,,,,,,,,,,1.0,318
trial,The snake wasn't as menacing with only one ,eye,0.44,10.62,7,0.66,1.65,\N,\N,The snake wasn't as menacing with only one eye,500.0,10000.0,0.0,318
break,,,,,,,,,,,,,1.0,318
trial,"Last night, during the thunderstorm, the sleeping man ",awoke,0.53,6.98,1,0.40,2.23,\N,\N,"Last night, during the thunderstorm, the sleeping man awoke",500.0,10000.0,0.0,318
end,,,,,,,,,,,,,,318
instructions,,,,,,,,,,,,,,319
trial,"Last night, during the thunderstorm, the sleeping man ",awoke,0.53,6.98,1,0.40,2.23,\N,\N,"Last night, during the thunderstorm, the sleeping man awoke",500.0,10000.0,0.0,319
break,,,,,,,,,,,,,1.0,319
trial,The bear was peacefully sleeping until it ,awoke,0.74,6.98,1,0.40,1.82,\N,\N,The bear was peacefully sleeping until it awoke,500.0,10000.0,0.0,319
break,,,,,,,,,,,,,1.0,319
trial,"The little boy got scared, turned around, and ",ran,0.79,10.34,28,0.67,1.34,134,23,"The little boy got scared, turned around, and ran",500.0,10000.0,0.0,319
end,,,,,,,,,,,,,,319
instructions,,,,,,,,,,,,,,320
trial,"The little boy got scared, turned around, and ",ran,0.79,10.34,28,0.67,1.34,134,23,"The little boy got scared, turned around, and ran",500.0,10000.0,0.0,320
break,,,,,,,,,,,,,1.0,320
trial,"During the earthquake, everything in the house ",shook,0.8,8.35,18,0.48,1.32,57,15,"During the earthquake, everything in the house shook",500.0,10000.0,0.0,320
break,,,,,,,,,,,,,1.0,320
trial,"While alone on an island, James struggled to stay ",alive,0.39,9.90,3,0.65,3.0,57,4,"While alone on an island, James struggled to stay alive",500.0,10000.0,0.0,320
end,,,,,,,,,,,,,,320
instructions,,,,,,,,,,,,,,321
trial,"While alone on an island, James struggled to stay ",alive,0.39,9.90,3,0.65,3.0,57,4,"While alone on an island, James struggled to stay alive",500.0,10000.0,0.0,321
break,,,,,,,,,,,,,1.0,321
trial,"At halftime, the team received a speech from the ",coach,0.85,9.08,13,0.63,1.0,24,14,"At halftime, the team received a speech from the coach",500.0,10000.0,0.0,321
break,,,,,,,,,,,,,1.0,321
trial,The swim team's performance improved after hiring a new ,coach,0.93,9.08,13,0.63,0.49,24,14,The swim team's performance improved after hiring a new coach,500.0,10000.0,0.0,321
end,,,,,,,,,,,,,,321
instructions,,,,,,,,,,,,,,322
trial,The swim team's performance improved after hiring a new ,coach,0.93,9.08,13,0.63,0.49,24,14,The swim team's performance improved after hiring a new coach,500.0,10000.0,0.0,322
break,,,,,,,,,,,,,1.0,322
trial,The athlete often got into fights with his ,coach,0.38,9.08,13,0.63,2.95,24,14,The athlete often got into fights with his coach,500.0,10000.0,0.0,322
break,,,,,,,,,,,,,1.0,322
trial,Caroline was surprised that her skin felt so ,soft,0.58,10.01,7,0.64,2.29,61,3,Caroline was surprised that her skin felt so soft,500.0,10000.0,0.0,322
end,,,,,,,,,,,,,,322
instructions,,,,,,,,,,,,,,323
trial,Caroline was surprised that her skin felt so ,soft,0.58,10.01,7,0.64,2.29,61,3,Caroline was surprised that her skin felt so soft,500.0,10000.0,0.0,323
break,,,,,,,,,,,,,1.0,323
trial,Eva had a lovely figure because her hips were ,wide,0.31,11.06,32,0.68,3.56,125,23,Eva had a lovely figure because her hips were wide,500.0,10000.0,0.0,323
break,,,,,,,,,,,,,1.0,323
trial,The little girl enjoyed dancing to the ,music,0.69,11.81,3,0.68,1.67,216,0,The little girl enjoyed dancing to the music,500.0,10000.0,0.0,323
end,,,,,,,,,,,,,,323
instructions,,,,,,,,,,,,,,324
trial,The little girl enjoyed dancing to the ,music,0.69,11.81,3,0.68,1.67,216,0,The little girl enjoyed dancing to the music,500.0,10000.0,0.0,324
break,,,,,,,,,,,,,1.0,324
trial,The guests shouted to hear each other over the ,music,0.36,11.81,3,0.68,2.82,216,0,The guests shouted to hear each other over the music,500.0,10000.0,0.0,324
break,,,,,,,,,,,,,1.0,324
trial,The dad was annoyed his kids were making ,noises,0.78,7.97,2,0.52,1.48,\N,\N,The dad was annoyed his kids were making noises,500.0,10000.0,0.0,324
end,,,,,,,,,,,,,,324
instructions,,,,,,,,,,,,,,325
trial,The dad was annoyed his kids were making ,noises,0.78,7.97,2,0.52,1.48,\N,\N,The dad was annoyed his kids were making noises,500.0,10000.0,0.0,325
break,,,,,,,,,,,,,1.0,325
trial,Blue is the only color the child will ,wear,0.57,10.35,30,0.63,2.59,\N,\N,Blue is the only color the child will wear,500.0,10000.0,0.0,325
break,,,,,,,,,,,,,1.0,325
trial,Marie pulled out the clothes she wanted to ,wear,0.76,10.35,30,0.63,1.51,\N,\N,Marie pulled out the clothes she wanted to wear,500.0,10000.0,0.0,325
end,,,,,,,,,,,,,,325
instructions,,,,,,,,,,,,,,326
trial,Marie pulled out the clothes she wanted to ,wear,0.76,10.35,30,0.63,1.51,\N,\N,Marie pulled out the clothes she wanted to wear,500.0,10000.0,0.0,326
break,,,,,,,,,,,,,1.0,326
trial,Sweaters and scarves were her favorite things to ,wear,0.61,10.35,30,0.63,1.79,\N,\N,Sweaters and scarves were her favorite things to wear,500.0,10000.0,0.0,326
break,,,,,,,,,,,,,1.0,326
trial,Bailey easily finished the race and placed as ,first,0.49,13.16,11,0.70,2.38,1360,8,Bailey easily finished the race and placed as first,500.0,10000.0,0.0,326
end,,,,,,,,,,,,,,326
instructions,,,,,,,,,,,,,,327
trial,Bailey easily finished the race and placed as ,first,0.49,13.16,11,0.70,2.38,1360,8,Bailey easily finished the race and placed as first,500.0,10000.0,0.0,327
break,,,,,,,,,,,,,1.0,327
trial,The personal trainer took a job at the local ,gym,0.9,8.17,15,0.57,0.75,38,13,The personal trainer took a job at the local gym,500.0,10000.0,0.0,327
break,,,,,,,,,,,,,1.0,327
trial,To blow off steam Adam usually goes to the ,gym,0.7,8.17,15,0.57,1.58,38,13,To blow off steam Adam usually goes to the gym,500.0,10000.0,0.0,327
end,,,,,,,,,,,,,,327
instructions,,,,,,,,,,,,,,328
trial,To blow off steam Adam usually goes to the ,gym,0.7,8.17,15,0.57,1.58,38,13,To blow off steam Adam usually goes to the gym,500.0,10000.0,0.0,328
break,,,,,,,,,,,,,1.0,328
trial,Ken's devout grandmother chided him for skipping ,church,0.53,10.80,6,0.66,1.74,348,8,Ken's devout grandmother chided him for skipping church,500.0,10000.0,0.0,328
break,,,,,,,,,,,,,1.0,328
trial,Clarence's marriage ceremony was at a beautiful ,church,0.36,10.80,6,0.66,3.78,348,8,Clarence's marriage ceremony was at a beautiful church,500.0,10000.0,0.0,328
end,,,,,,,,,,,,,,328
instructions,,,,,,,,,,,,,,329
trial,Clarence's marriage ceremony was at a beautiful ,church,0.36,10.80,6,0.66,3.78,348,8,Clarence's marriage ceremony was at a beautiful church,500.0,10000.0,0.0,329
break,,,,,,,,,,,,,1.0,329
trial,"When nervous, Julie would sometimes bite her ",nails,0.51,8.38,23,0.55,1.51,\N,\N,"When nervous, Julie would sometimes bite her nails",500.0,10000.0,0.0,329
break,,,,,,,,,,,,,1.0,329
trial,Sarah's eye stopped tearing up after she removed the ,contact,0.42,11.86,0,0.67,3.34,63,0,Sarah's eye stopped tearing up after she removed the contact,500.0,10000.0,0.0,329
end,,,,,,,,,,,,,,329
instructions,,,,,,,,,,,,,,330
trial,Sarah's eye stopped tearing up after she removed the ,contact,0.42,11.86,0,0.67,3.34,63,0,Sarah's eye stopped tearing up after she removed the contact,500.0,10000.0,0.0,330
break,,,,,,,,,,,,,1.0,330
trial,The poor dog lost its hair except for one ,patch,0.34,10.14,22,0.59,2.93,13,21,The poor dog lost its hair except for one patch,500.0,10000.0,0.0,330
break,,,,,,,,,,,,,1.0,330
trial,Before descending the canyon we hiked the ,trail,0.41,9.31,11,0.63,2.8,31,10,Before descending the canyon we hiked the trail,500.0,10000.0,0.0,330
end,,,,,,,,,,,,,,330
instructions,,,,,,,,,,,,,,331
trial,Before descending the canyon we hiked the ,trail,0.41,9.31,11,0.63,2.8,31,10,Before descending the canyon we hiked the trail,500.0,10000.0,0.0,331
break,,,,,,,,,,,,,1.0,331
trial,"While in space, the astronaut was impressed by the ",view,0.39,11.23,10,0.68,3.17,186,5,"While in space, the astronaut was impressed by the view",500.0,10000.0,0.0,331
break,,,,,,,,,,,,,1.0,331
trial,The determined student was not discouraged by his bad ,grades,0.76,8.34,5,0.60,1.69,\N,\N,The determined student was not discouraged by his bad grades,500.0,10000.0,0.0,331
end,,,,,,,,,,,,,,331
instructions,,,,,,,,,,,,,,332
trial,The determined student was not discouraged by his bad ,grades,0.76,8.34,5,0.60,1.69,\N,\N,The determined student was not discouraged by his bad grades,500.0,10000.0,0.0,332
break,,,,,,,,,,,,,1.0,332
trial,The tennis player won the match with a high ,score,0.62,10.06,8,0.64,2.07,66,10,The tennis player won the match with a high score,500.0,10000.0,0.0,332
break,,,,,,,,,,,,,1.0,332
trial,Someone that is far too cold might begin to ,shiver,0.79,6.54,6,0.30,1.23,4,3,Someone that is far too cold might begin to shiver,500.0,10000.0,0.0,332
end,,,,,,,,,,,,,,332
instructions,,,,,,,,,,,,,,333
trial,Someone that is far too cold might begin to ,shiver,0.79,6.54,6,0.30,1.23,4,3,Someone that is far too cold might begin to shiver,500.0,10000.0,0.0,333
break,,,,,,,,,,,,,1.0,333
trial,Before he left the dad gave his son a ,hug,0.39,8.24,21,0.44,3.37,3,21,Before he left the dad gave his son a hug,500.0,10000.0,0.0,333
break,,,,,,,,,,,,,1.0,333
trial,"As a reward, Tom gave his dog an affectionate ",hug,0.52,8.24,21,0.44,1.94,3,21,"As a reward, Tom gave his dog an affectionate hug",500.0,10000.0,0.0,333
end,,,,,,,,,,,,,,333
instructions,,,,,,,,,,,,,,334
trial,"As a reward, Tom gave his dog an affectionate ",hug,0.52,8.24,21,0.44,1.94,3,21,"As a reward, Tom gave his dog an affectionate hug",500.0,10000.0,0.0,334
break,,,,,,,,,,,,,1.0,334
trial,The girl said she was sad and needed a ,hug,0.62,8.24,21,0.44,2.25,3,21,The girl said she was sad and needed a hug,500.0,10000.0,0.0,334
break,,,,,,,,,,,,,1.0,334
trial,Don didn't tell Carmen secrets because she liked to ,gossip,0.49,7.51,0,0.56,2.5,13,0,Don didn't tell Carmen secrets because she liked to gossip,500.0,10000.0,0.0,334
end,,,,,,,,,,,,,,334
instructions,,,,,,,,,,,,,,335
trial,Don didn't tell Carmen secrets because she liked to ,gossip,0.49,7.51,0,0.56,2.5,13,0,Don didn't tell Carmen secrets because she liked to gossip,500.0,10000.0,0.0,335
break,,,,,,,,,,,,,1.0,335
trial,"Every weekend, the chatty ladies will gather and ",gossip,0.53,7.51,0,0.56,2.25,13,0,"Every weekend, the chatty ladies will gather and gossip",500.0,10000.0,0.0,335
break,,,,,,,,,,,,,1.0,335
trial,All the old cow ever did was chew its ,cud,0.64,6.84,18,0.23,1.96,1,16,All the old cow ever did was chew its cud,500.0,10000.0,0.0,335
end,,,,,,,,,,,,,,335
instructions,,,,,,,,,,,,,,336
trial,All the old cow ever did was chew its ,cud,0.64,6.84,18,0.23,1.96,1,16,All the old cow ever did was chew its cud,500.0,10000.0,0.0,336
break,,,,,,,,,,,,,1.0,336
trial,The cow was noisy as it chewed its own ,cud,0.55,6.84,18,0.23,2.41,1,16,The cow was noisy as it chewed its own cud,500.0,10000.0,0.0,336
break,,,,,,,,,,,,,1.0,336
trial,Steven went to market and purchased ground ,beef,0.71,8.57,19,0.56,1.81,32,13,Steven went to market and purchased ground beef,500.0,10000.0,0.0,336
end,,,,,,,,,,,,,,336
instructions,,,,,,,,,,,,,,337
trial,Steven went to market and purchased ground ,beef,0.71,8.57,19,0.56,1.81,32,13,Steven went to market and purchased ground beef,500.0,10000.0,0.0,337
break,,,,,,,,,,,,,1.0,337
trial,"In the wintertime, Pam's mother carves a juicy ",turkey,0.44,9.53,7,0.64,2.66,9,1,"In the wintertime, Pam's mother carves a juicy turkey",500.0,10000.0,0.0,337
break,,,,,,,,,,,,,1.0,337
trial,The home designer carefully chose which decor to ,use,0.69,13.43,19,0.69,2.22,589,9,The home designer carefully chose which decor to use,500.0,10000.0,0.0,337
end,,,,,,,,,,,,,,337
instructions,,,,,,,,,,,,,,338
trial,The home designer carefully chose which decor to ,use,0.69,13.43,19,0.69,2.22,589,9,The home designer carefully chose which decor to use,500.0,10000.0,0.0,338
break,,,,,,,,,,,,,1.0,338
trial,"If Phil decides to cook dinner, then cook he ",will,0.61,14.35,30,0.70,1.97,2244,28,"If Phil decides to cook dinner, then cook he will",500.0,10000.0,0.0,338
break,,,,,,,,,,,,,1.0,338
trial,The man quietly cried as he read his father's ,will,0.44,14.35,30,0.70,2.56,2244,28,The man quietly cried as he read his father's will,500.0,10000.0,0.0,338
end,,,,,,,,,,,,,,338
instructions,,,,,,,,,,,,,,339
trial,The man quietly cried as he read his father's ,will,0.44,14.35,30,0.70,2.56,2244,28,The man quietly cried as he read his father's will,500.0,10000.0,0.0,339
break,,,,,,,,,,,,,1.0,339
trial,"Although he ordered a whole rack, Cooper ate one ",rib,0.68,7.09,19,0.48,1.97,1,18,"Although he ordered a whole rack, Cooper ate one rib",500.0,10000.0,0.0,339
break,,,,,,,,,,,,,1.0,339
trial,Tom's fall resulted in a broken arm and cracked ,rib,0.78,7.09,19,0.48,1.55,1,18,Tom's fall resulted in a broken arm and cracked rib,500.0,10000.0,0.0,339
end,,,,,,,,,,,,,,339
instructions,,,,,,,,,,,,,,340
trial,Tom's fall resulted in a broken arm and cracked ,rib,0.78,7.09,19,0.48,1.55,1,18,Tom's fall resulted in a broken arm and cracked rib,500.0,10000.0,0.0,340
break,,,,,,,,,,,,,1.0,340
trial,"Due to injuries, many war veterans had lost a ",limb,0.57,7.66,21,0.55,1.88,5,17,"Due to injuries, many war veterans had lost a limb",500.0,10000.0,0.0,340
break,,,,,,,,,,,,,1.0,340
trial,"After his mouth was hit, Neil had a broken ",tooth,0.68,8.05,11,0.57,1.14,20,10,"After his mouth was hit, Neil had a broken tooth",500.0,10000.0,0.0,340
end,,,,,,,,,,,,,,340
instructions,,,,,,,,,,,,,,341
trial,"After his mouth was hit, Neil had a broken ",tooth,0.68,8.05,11,0.57,1.14,20,10,"After his mouth was hit, Neil had a broken tooth",500.0,10000.0,0.0,341
break,,,,,,,,,,,,,1.0,341
trial,"During pottery class, the students learned to make a ",vase,0.44,6.29,20,0.46,2.17,4,15,"During pottery class, the students learned to make a vase",500.0,10000.0,0.0,341
break,,,,,,,,,,,,,1.0,341
trial,"In the pottery class, Maddie made a new ",vase,0.41,6.29,20,0.46,2.6,4,15,"In the pottery class, Maddie made a new vase",500.0,10000.0,0.0,341
end,,,,,,,,,,,,,,341
instructions,,,,,,,,,,,,,,342
trial,"In the pottery class, Maddie made a new ",vase,0.41,6.29,20,0.46,2.6,4,15,"In the pottery class, Maddie made a new vase",500.0,10000.0,0.0,342
break,,,,,,,,,,,,,1.0,342
trial,"After his leg injury, Terrance had a distinct, slow ",limp,0.32,7.38,7,0.43,2.72,12,6,"After his leg injury, Terrance had a distinct, slow limp",500.0,10000.0,0.0,342
break,,,,,,,,,,,,,1.0,342
trial,Dave was heartbroken to see that his goldfish was ,dead,0.92,11.20,23,0.67,0.6,174,22,Dave was heartbroken to see that his goldfish was dead,500.0,10000.0,0.0,342
end,,,,,,,,,,,,,,342
instructions,,,,,,,,,,,,,,343
trial,Dave was heartbroken to see that his goldfish was ,dead,0.92,11.20,23,0.67,0.6,174,22,Dave was heartbroken to see that his goldfish was dead,500.0,10000.0,0.0,343
break,,,,,,,,,,,,,1.0,343
trial,"Descending the steps, the old man clutched the ",railing,0.72,6.55,22,0.40,1.9,3,3,"Descending the steps, the old man clutched the railing",500.0,10000.0,0.0,343
break,,,,,,,,,,,,,1.0,343
trial,He likes eating those chips that come in a ,bag,0.55,9.71,27,0.60,1.79,42,26,He likes eating those chips that come in a bag,500.0,10000.0,0.0,343
end,,,,,,,,,,,,,,343
instructions,,,,,,,,,,,,,,344
trial,He likes eating those chips that come in a ,bag,0.55,9.71,27,0.60,1.79,42,26,He likes eating those chips that come in a bag,500.0,10000.0,0.0,344
break,,,,,,,,,,,,,1.0,344
trial,To hold their items they needed a large ,bag,0.58,9.71,27,0.60,2.39,42,26,To hold their items they needed a large bag,500.0,10000.0,0.0,344
break,,,,,,,,,,,,,1.0,344
trial,Many people will carry important items in a ,bag,0.37,9.71,27,0.60,3.01,42,26,Many people will carry important items in a bag,500.0,10000.0,0.0,344
end,,,,,,,,,,,,,,344
instructions,,,,,,,,,,,,,,345
trial,Many people will carry important items in a ,bag,0.37,9.71,27,0.60,3.01,42,26,Many people will carry important items in a bag,500.0,10000.0,0.0,345
break,,,,,,,,,,,,,1.0,345
trial,Jay had surgery to repair a hole in his ,heart,0.55,10.73,15,0.68,2.89,\N,\N,Jay had surgery to repair a hole in his heart,500.0,10000.0,0.0,345
break,,,,,,,,,,,,,1.0,345
trial,The elderly man wheezed and clutched near his ,heart,0.45,10.73,15,0.68,2.04,\N,\N,The elderly man wheezed and clutched near his heart,500.0,10000.0,0.0,345
end,,,,,,,,,,,,,,345
instructions,,,,,,,,,,,,,,346
trial,The elderly man wheezed and clutched near his ,heart,0.45,10.73,15,0.68,2.04,\N,\N,The elderly man wheezed and clutched near his heart,500.0,10000.0,0.0,346
break,,,,,,,,,,,,,1.0,346
